scene,method,t,x,y
0,C,10.7090,20.2252,7.0790
0,C,10.7277,20.2485,7.0725
0,C,10.7465,20.2706,7.0663
0,C,10.7653,20.2917,7.0603
0,C,10.7841,20.3115,7.0547
0,C,10.8029,20.3303,7.0494
0,C,10.8217,20.3479,7.0443
0,C,10.8405,20.3645,7.0396
0,C,10.8593,20.3799,7.0352
0,C,10.8780,20.3942,7.0311
0,C,10.8968,20.4075,7.0272
0,C,10.9156,20.4197,7.0237
0,C,10.9344,20.4308,7.0204
0,C,10.9532,20.4410,7.0175
0,C,10.9720,20.4502,7.0148
0,C,10.9908,20.4585,7.0123
0,C,11.0096,20.4658,7.0102
0,C,11.0283,20.4723,7.0083
0,C,11.0471,20.4780,7.0066
0,C,11.0659,20.4828,7.0052
0,C,11.0847,20.4869,7.0039
0,C,11.1035,20.4904,7.0029
0,C,11.1223,20.4932,7.0021
0,C,11.1411,20.4954,7.0014
0,C,11.1599,20.4970,7.0009
0,C,11.1786,20.4983,7.0005
0,C,11.1974,20.4991,7.0003
0,C,11.2162,20.4996,7.0001
0,C,11.2350,20.4999,7.0000
0,C,11.2538,20.5000,7.0000
0,C,11.2726,20.5000,7.0000
0,D,0.0000,1.5000,7.0000
0,D,0.0175,1.5000,7.0000
0,D,0.0349,1.5000,7.0000
0,D,0.0524,1.5000,7.0001
0,D,0.0699,1.5001,7.0001
0,D,0.0873,1.5002,7.0003
0,D,0.1048,1.5003,7.0005
0,D,0.1222,1.5005,7.0008
0,D,0.1397,1.5007,7.0012
0,D,0.1572,1.5010,7.0017
0,D,0.1746,1.5013,7.0023
0,D,0.1921,1.5018,7.0030
0,D,0.2096,1.5023,7.0040
0,D,0.2270,1.5029,7.0050
0,D,0.2445,1.5037,7.0063
0,D,0.2619,1.5045,7.0077
0,D,0.2794,1.5055,7.0094
0,D,0.2969,1.5066,7.0112
0,D,0.3143,1.5078,7.0133
0,D,0.3318,1.5091,7.0157
0,D,0.3493,1.5107,7.0183
0,D,0.3667,1.5124,7.0212
0,D,0.3842,1.5142,7.0243
0,D,0.4016,1.5162,7.0278
0,D,0.4191,1.5184,7.0316
0,D,0.4366,1.5208,7.0357
0,D,0.4540,1.5234,7.0402
0,D,0.4715,1.5263,7.0450
0,D,0.4890,1.5293,7.0502
0,D,0.5064,1.5325,7.0558
0,D,0.5239,1.5360,7.0617
0,D,0.5413,1.5397,7.0681
0,D,0.5588,1.5437,7.0749
0,D,0.5763,1.5479,7.0822
0,D,0.5937,1.5524,7.0898
0,D,0.6112,1.5572,7.0980
0,D,0.6287,1.5622,7.1067
0,D,0.6461,1.5676,7.1158
0,D,0.6636,1.5732,7.1254
0,D,0.6810,1.5791,7.1354
0,D,0.6985,1.5853,7.1459
0,D,0.7160,1.5918,7.1569
0,D,0.7334,1.5987,7.1683
0,D,0.7509,1.6058,7.1802
0,D,0.7684,1.6133,7.1925
0,D,0.7858,1.6211,7.2052
0,D,0.8033,1.6292,7.2183
0,D,0.8207,1.6377,7.2319
0,D,0.8382,1.6465,7.2458
0,D,0.8557,1.6557,7.2602
0,D,0.8731,1.6652,7.2749
0,D,0.8906,1.6750,7.2901
0,D,0.9081,1.6852,7.3056
0,D,0.9255,1.6958,7.3215
0,D,0.9430,1.7068,7.3377
0,D,0.9604,1.7181,7.3543
0,D,0.9779,1.7298,7.3713
0,D,0.9954,1.7420,7.3886
0,D,1.0128,1.7544,7.4062
0,D,1.0303,1.7673,7.4242
0,D,1.0478,1.7806,7.4425
0,D,1.0652,1.7943,7.4611
0,D,1.0827,1.8084,7.4800
0,D,1.1001,1.8230,7.4993
0,D,1.1176,1.8379,7.5188
0,D,1.1351,1.8533,7.5386
0,D,1.1525,1.8691,7.5588
0,D,1.1700,1.8853,7.5792
0,D,1.1875,1.9020,7.5998
0,D,1.2049,1.9191,7.6207
0,D,1.2224,1.9367,7.6419
0,D,1.2398,1.9548,7.6634
0,D,1.2573,1.9733,7.6851
0,D,1.2748,1.9922,7.7070
0,D,1.2922,2.0116,7.7291
0,D,1.3097,2.0315,7.7514
0,D,1.3272,2.0519,7.7739
0,D,1.3446,2.0727,7.7966
0,D,1.3621,2.0939,7.8194
0,D,1.3795,2.1156,7.8424
0,D,1.3970,2.1378,7.8655
0,D,1.4145,2.1605,7.8886
0,D,1.4319,2.1836,7.9119
0,D,1.4494,2.2072,7.9353
0,D,1.4669,2.2312,7.9587
0,D,1.4843,2.2557,7.9822
0,D,1.5018,2.2807,8.0057
0,D,1.5192,2.3061,8.0292
0,D,1.5367,2.3321,8.0528
0,D,1.5542,2.3584,8.0763
0,D,1.5716,2.3853,8.0998
0,D,1.5891,2.4126,8.1233
0,D,1.6066,2.4404,8.1467
0,D,1.6240,2.4686,8.1700
0,D,1.6415,2.4973,8.1932
0,D,1.6589,2.5265,8.2164
0,D,1.6764,2.5561,8.2394
0,D,1.6939,2.5863,8.2623
0,D,1.7113,2.6168,8.2851
0,D,1.7288,2.6479,8.3077
0,D,1.7463,2.6794,8.3301
0,D,1.7637,2.7114,8.3524
0,D,1.7812,2.7439,8.3744
0,D,1.7986,2.7769,8.3962
0,D,1.8161,2.8103,8.4178
0,D,1.8336,2.8442,8.4391
0,D,1.8510,2.8786,8.4602
0,D,1.8685,2.9134,8.4810
0,D,1.8860,2.9487,8.5015
0,D,1.9034,2.9845,8.5217
0,D,1.9209,3.0207,8.5416
0,D,1.9383,3.0574,8.5612
0,D,1.9558,3.0945,8.5804
0,D,1.9733,3.1320,8.5993
0,D,1.9907,3.1700,8.6179
0,D,2.0082,3.2085,8.6361
0,D,2.0257,3.2473,8.6539
0,D,2.0431,3.2865,8.6713
0,D,2.0606,3.3262,8.6883
0,D,2.0780,3.3663,8.7049
0,D,2.0955,3.4067,8.7212
0,D,2.1130,3.4476,8.7369
0,D,2.1304,3.4888,8.7523
0,D,2.1479,3.5304,8.7672
0,D,2.1654,3.5724,8.7816
0,D,2.1828,3.6148,8.7955
0,D,2.2003,3.6575,8.8090
0,D,2.2177,3.7006,8.8220
0,D,2.2352,3.7440,8.8345
0,D,2.2527,3.7878,8.8464
0,D,2.2701,3.8319,8.8578
0,D,2.2876,3.8764,8.8687
0,D,2.3051,3.9212,8.8791
0,D,2.3225,3.9663,8.8889
0,D,2.3400,4.0117,8.8981
0,D,2.3574,4.0574,8.9067
0,D,2.3749,4.1035,8.9148
0,D,2.3924,4.1498,8.9222
0,D,2.4098,4.1964,8.9291
0,D,2.4273,4.2433,8.9353
0,D,2.4448,4.2905,8.9409
0,D,2.4622,4.3380,8.9458
0,D,2.4797,4.3857,8.9501
0,D,2.4971,4.4337,8.9537
0,D,2.5146,4.4820,8.9567
0,D,2.5321,4.5304,8.9590
0,D,2.5495,4.5791,8.9608
0,D,2.5670,4.6281,8.9618
0,D,2.5845,4.6772,8.9623
0,D,2.6019,4.7265,8.9621
0,D,2.6194,4.7760,8.9613
0,D,2.6368,4.8257,8.9599
0,D,2.6543,4.8755,8.9580
0,D,2.6718,4.9255,8.9554
0,D,2.6892,4.9756,8.9522
0,D,2.7067,5.0258,8.9484
0,D,2.7242,5.0761,8.9441
0,D,2.7416,5.1266,8.9392
0,D,2.7591,5.1771,8.9337
0,D,2.7765,5.2277,8.9276
0,D,2.7940,5.2784,8.9210
0,D,2.8115,5.3291,8.9138
0,D,2.8289,5.3799,8.9061
0,D,2.8464,5.4307,8.8979
0,D,2.8639,5.4816,8.8891
0,D,2.8813,5.5324,8.8798
0,D,2.8988,5.5833,8.8700
0,D,2.9162,5.6341,8.8596
0,D,2.9337,5.6849,8.8487
0,D,2.9512,5.7357,8.8374
0,D,2.9686,5.7865,8.8255
0,D,2.9861,5.8371,8.8131
0,D,3.0036,5.8878,8.8002
0,D,3.0210,5.9383,8.7869
0,D,3.0385,5.9887,8.7731
0,D,3.0559,6.0391,8.7588
0,D,3.0734,6.0893,8.7440
0,D,3.0909,6.1394,8.7288
0,D,3.1083,6.1894,8.7131
0,D,3.1258,6.2393,8.6970
0,D,3.1433,6.2890,8.6805
0,D,3.1607,6.3386,8.6636
0,D,3.1782,6.3880,8.6463
0,D,3.1956,6.4373,8.6287
0,D,3.2131,6.4865,8.6108
0,D,3.2306,6.5355,8.5926
0,D,3.2480,6.5844,8.5741
0,D,3.2655,6.6331,8.5553
0,D,3.2830,6.6817,8.5363
0,D,3.3004,6.7301,8.5172
0,D,3.3179,6.7784,8.4978
0,D,3.3353,6.8265,8.4782
0,D,3.3528,6.8744,8.4585
0,D,3.3703,6.9222,8.4387
0,D,3.3877,6.9699,8.4188
0,D,3.4052,7.0174,8.3988
0,D,3.4227,7.0647,8.3787
0,D,3.4401,7.1118,8.3586
0,D,3.4576,7.1588,8.3385
0,D,3.4750,7.2056,8.3184
0,D,3.4925,7.2523,8.2983
0,D,3.5100,7.2987,8.2782
0,D,3.5274,7.3450,8.2583
0,D,3.5449,7.3911,8.2384
0,D,3.5624,7.4371,8.2186
0,D,3.5798,7.4828,8.1990
0,D,3.5973,7.5284,8.1795
0,D,3.6147,7.5738,8.1602
0,D,3.6322,7.6190,8.1411
0,D,3.6497,7.6640,8.1222
0,D,3.6671,7.7088,8.1036
0,D,3.6846,7.7534,8.0852
0,D,3.7021,7.7979,8.0671
0,D,3.7195,7.8421,8.0493
0,D,3.7370,7.8861,8.0318
0,D,3.7544,7.9300,8.0147
0,D,3.7719,7.9736,7.9979
0,D,3.7894,8.0171,7.9815
0,D,3.8068,8.0604,7.9655
0,D,3.8243,8.1035,7.9498
0,D,3.8418,8.1465,7.9346
0,D,3.8592,8.1892,7.9198
0,D,3.8767,8.2318,7.9054
0,D,3.8941,8.2743,7.8915
0,D,3.9116,8.3165,7.8781
0,D,3.9291,8.3586,7.8652
0,D,3.9465,8.4005,7.8527
0,D,3.9640,8.4423,7.8408
0,D,3.9815,8.4839,7.8294
0,D,3.9989,8.5254,7.8186
0,D,4.0164,8.5667,7.8083
0,D,4.0338,8.6078,7.7986
0,D,4.0513,8.6489,7.7895
0,D,4.0688,8.6897,7.7810
0,D,4.0862,8.7305,7.7731
0,D,4.1037,8.7710,7.7659
0,D,4.1212,8.8115,7.7593
0,D,4.1386,8.8518,7.7534
0,D,4.1561,8.8920,7.7482
0,D,4.1735,8.9321,7.7437
0,D,4.1910,8.9720,7.7399
0,D,4.2085,9.0118,7.7368
0,D,4.2259,9.0515,7.7345
0,D,4.2434,9.0911,7.7330
0,D,4.2609,9.1306,7.7322
0,D,4.2783,9.1699,7.7322
0,D,4.2958,9.2091,7.7330
0,D,4.3132,9.2483,7.7346
0,D,4.3307,9.2873,7.7371
0,D,4.3482,9.3262,7.7404
0,D,4.3656,9.3650,7.7445
0,D,4.3831,9.4038,7.7494
0,D,4.4006,9.4424,7.7551
0,D,4.4180,9.4809,7.7616
0,D,4.4355,9.5194,7.7688
0,D,4.4529,9.5577,7.7768
0,D,4.4704,9.5960,7.7855
0,D,4.4879,9.6342,7.7949
0,D,4.5053,9.6723,7.8050
0,D,4.5228,9.7103,7.8158
0,D,4.5403,9.7482,7.8273
0,D,4.5577,9.7861,7.8395
0,D,4.5752,9.8239,7.8523
0,D,4.5926,9.8616,7.8657
0,D,4.6101,9.8993,7.8798
0,D,4.6276,9.9368,7.8945
0,D,4.6450,9.9744,7.9097
0,D,4.6625,10.0118,7.9256
0,D,4.6800,10.0492,7.9420
0,D,4.6974,10.0866,7.9590
0,D,4.7149,10.1238,7.9765
0,D,4.7323,10.1611,7.9946
0,D,4.7498,10.1983,8.0131
0,D,4.7673,10.2354,8.0322
0,D,4.7847,10.2725,8.0518
0,D,4.8022,10.3095,8.0718
0,D,4.8197,10.3465,8.0923
0,D,4.8371,10.3834,8.1132
0,D,4.8546,10.4204,8.1346
0,D,4.8720,10.4572,8.1564
0,D,4.8895,10.4941,8.1786
0,D,4.9070,10.5309,8.2012
0,D,4.9244,10.5677,8.2242
0,D,4.9419,10.6044,8.2476
0,D,4.9594,10.6412,8.2713
0,D,4.9768,10.6779,8.2953
0,D,4.9943,10.7146,8.3196
0,D,5.0117,10.7512,8.3442
0,D,5.0292,10.7879,8.3691
0,D,5.0467,10.8245,8.3942
0,D,5.0641,10.8611,8.4195
0,D,5.0816,10.8977,8.4449
0,D,5.0991,10.9343,8.4706
0,D,5.1165,10.9708,8.4964
0,D,5.1340,11.0073,8.5223
0,D,5.1514,11.0439,8.5483
0,D,5.1689,11.0804,8.5744
0,D,5.1864,11.1169,8.6005
0,D,5.2038,11.1534,8.6267
0,D,5.2213,11.1899,8.6529
0,D,5.2388,11.2264,8.6790
0,D,5.2562,11.2628,8.7051
0,D,5.2737,11.2993,8.7311
0,D,5.2911,11.3358,8.7571
0,D,5.3086,11.3723,8.7829
0,D,5.3261,11.4087,8.8086
0,D,5.3435,11.4452,8.8342
0,D,5.3610,11.4817,8.8596
0,D,5.3785,11.5181,8.8847
0,D,5.3959,11.5546,8.9097
0,D,5.4134,11.5911,8.9344
0,D,5.4308,11.6276,8.9588
0,D,5.4483,11.6641,8.9829
0,D,5.4658,11.7006,9.0067
0,D,5.4832,11.7371,9.0302
0,D,5.5007,11.7736,9.0533
0,D,5.5182,11.8101,9.0761
0,D,5.5356,11.8467,9.0984
0,D,5.5531,11.8832,9.1203
0,D,5.5705,11.9198,9.1417
0,D,5.5880,11.9564,9.1627
0,D,5.6055,11.9930,9.1832
0,D,5.6229,12.0296,9.2032
0,D,5.6404,12.0663,9.2227
0,D,5.6579,12.1029,9.2417
0,D,5.6753,12.1396,9.2602
0,D,5.6928,12.1762,9.2781
0,D,5.7102,12.2129,9.2955
0,D,5.7277,12.2496,9.3123
0,D,5.7452,12.2863,9.3285
0,D,5.7626,12.3230,9.3441
0,D,5.7801,12.3597,9.3591
0,D,5.7976,12.3964,9.3735
0,D,5.8150,12.4331,9.3873
0,D,5.8325,12.4699,9.4004
0,D,5.8499,12.5066,9.4129
0,D,5.8674,12.5433,9.4247
0,D,5.8849,12.5801,9.4358
0,D,5.9023,12.6168,9.4462
0,D,5.9198,12.6536,9.4559
0,D,5.9373,12.6904,9.4649
0,D,5.9547,12.7271,9.4731
0,D,5.9722,12.7639,9.4806
0,D,5.9896,12.8006,9.4874
0,D,6.0071,12.8374,9.4933
0,D,6.0246,12.8742,9.4985
0,D,6.0420,12.9109,9.5028
0,D,6.0595,12.9477,9.5064
0,D,6.0770,12.9844,9.5091
0,D,6.0944,13.0212,9.5110
0,D,6.1119,13.0579,9.5120
0,D,6.1293,13.0947,9.5122
0,D,6.1468,13.1314,9.5115
0,D,6.1643,13.1682,9.5098
0,D,6.1817,13.2049,9.5073
0,D,6.1992,13.2416,9.5039
0,D,6.2167,13.2784,9.4996
0,D,6.2341,13.3151,9.4945
0,D,6.2516,13.3518,9.4884
0,D,6.2690,13.3884,9.4816
0,D,6.2865,13.4251,9.4738
0,D,6.3040,13.4617,9.4653
0,D,6.3214,13.4984,9.4559
0,D,6.3389,13.5350,9.4457
0,D,6.3564,13.5716,9.4347
0,D,6.3738,13.6081,9.4230
0,D,6.3913,13.6446,9.4104
0,D,6.4087,13.6811,9.3971
0,D,6.4262,13.7176,9.3830
0,D,6.4437,13.7541,9.3682
0,D,6.4611,13.7905,9.3526
0,D,6.4786,13.8268,9.3363
0,D,6.4961,13.8631,9.3192
0,D,6.5135,13.8994,9.3015
0,D,6.5310,13.9357,9.2831
0,D,6.5484,13.9719,9.2640
0,D,6.5659,14.0080,9.2442
0,D,6.5834,14.0441,9.2237
0,D,6.6008,14.0802,9.2026
0,D,6.6183,14.1162,9.1808
0,D,6.6358,14.1522,9.1584
0,D,6.6532,14.1881,9.1354
0,D,6.6707,14.2239,9.1118
0,D,6.6881,14.2597,9.0875
0,D,6.7056,14.2954,9.0627
0,D,6.7231,14.3311,9.0373
0,D,6.7405,14.3667,9.0113
0,D,6.7580,14.4023,8.9847
0,D,6.7755,14.4377,8.9576
0,D,6.7929,14.4731,8.9300
0,D,6.8104,14.5085,8.9018
0,D,6.8278,14.5438,8.8731
0,D,6.8453,14.5790,8.8440
0,D,6.8628,14.6142,8.8143
0,D,6.8802,14.6494,8.7843
0,D,6.8977,14.6846,8.7539
0,D,6.9152,14.7197,8.7230
0,D,6.9326,14.7549,8.6918
0,D,6.9501,14.7901,8.6603
0,D,6.9675,14.8253,8.6284
0,D,6.9850,14.8605,8.5963
0,D,7.0025,14.8958,8.5638
0,D,7.0199,14.9311,8.5312
0,D,7.0374,14.9665,8.4983
0,D,7.0549,15.0019,8.4652
0,D,7.0723,15.0374,8.4319
0,D,7.0898,15.0730,8.3984
0,D,7.1072,15.1087,8.3648
0,D,7.1247,15.1445,8.3311
0,D,7.1422,15.1805,8.2973
0,D,7.1596,15.2165,8.2635
0,D,7.1771,15.2527,8.2296
0,D,7.1946,15.2890,8.1957
0,D,7.2120,15.3254,8.1617
0,D,7.2295,15.3621,8.1278
0,D,7.2469,15.3989,8.0940
0,D,7.2644,15.4358,8.0602
0,D,7.2819,15.4730,8.0265
0,D,7.2993,15.5103,7.9929
0,D,7.3168,15.5479,7.9595
0,D,7.3343,15.5857,7.9262
0,D,7.3517,15.6237,7.8931
0,D,7.3692,15.6619,7.8602
0,D,7.3866,15.7004,7.8275
0,D,7.4041,15.7391,7.7951
0,D,7.4216,15.7781,7.7629
0,D,7.4390,15.8173,7.7311
0,D,7.4565,15.8568,7.6995
0,D,7.4740,15.8965,7.6682
0,D,7.4914,15.9364,7.6372
0,D,7.5089,15.9766,7.6065
0,D,7.5263,16.0169,7.5761
0,D,7.5438,16.0575,7.5461
0,D,7.5613,16.0983,7.5164
0,D,7.5787,16.1392,7.4870
0,D,7.5962,16.1804,7.4580
0,D,7.6137,16.2217,7.4294
0,D,7.6311,16.2632,7.4011
0,D,7.6486,16.3049,7.3733
0,D,7.6660,16.3467,7.3458
0,D,7.6835,16.3887,7.3187
0,D,7.7010,16.4308,7.2920
0,D,7.7184,16.4730,7.2657
0,D,7.7359,16.5154,7.2399
0,D,7.7534,16.5579,7.2145
0,D,7.7708,16.6006,7.1896
0,D,7.7883,16.6433,7.1651
0,D,7.8057,16.6862,7.1410
0,D,7.8232,16.7291,7.1175
0,D,7.8407,16.7721,7.0944
0,D,7.8581,16.8153,7.0718
0,D,7.8756,16.8584,7.0497
0,D,7.8931,16.9017,7.0281
0,D,7.9105,16.9450,7.0070
0,D,7.9280,16.9884,6.9865
0,D,7.9454,17.0319,6.9664
0,D,7.9629,17.0753,6.9470
0,D,7.9804,17.1188,6.9280
0,D,7.9978,17.1624,6.9097
0,D,8.0153,17.2060,6.8919
0,D,8.0328,17.2495,6.8746
0,D,8.0502,17.2931,6.8580
0,D,8.0677,17.3367,6.8419
0,D,8.0851,17.3803,6.8264
0,D,8.1026,17.4238,6.8114
0,D,8.1201,17.4674,6.7970
0,D,8.1375,17.5108,6.7831
0,D,8.1550,17.5543,6.7697
0,D,8.1725,17.5977,6.7569
0,D,8.1899,17.6410,6.7447
0,D,8.2074,17.6843,6.7329
0,D,8.2248,17.7274,6.7217
0,D,8.2423,17.7705,6.7109
0,D,8.2598,17.8135,6.7007
0,D,8.2772,17.8564,6.6910
0,D,8.2947,17.8992,6.6818
0,D,8.3122,17.9418,6.6731
0,D,8.3296,17.9843,6.6648
0,D,8.3471,18.0267,6.6571
0,D,8.3645,18.0689,6.6498
0,D,8.3820,18.1110,6.6430
0,D,8.3995,18.1529,6.6366
0,D,8.4169,18.1946,6.6308
0,D,8.4344,18.2362,6.6253
0,D,8.4519,18.2775,6.6204
0,D,8.4693,18.3187,6.6158
0,D,8.4868,18.3596,6.6118
0,D,8.5042,18.4004,6.6081
0,D,8.5217,18.4409,6.6049
0,D,8.5392,18.4811,6.6021
0,D,8.5566,18.5211,6.5997
0,D,8.5741,18.5609,6.5978
0,D,8.5916,18.6004,6.5962
0,D,8.6090,18.6396,6.5950
0,D,8.6265,18.6786,6.5943
0,D,8.6439,18.7173,6.5939
0,D,8.6614,18.7556,6.5940
0,D,8.6789,18.7937,6.5944
0,D,8.6963,18.8315,6.5951
0,D,8.7138,18.8690,6.5963
0,D,8.7313,18.9061,6.5977
0,D,8.7487,18.9429,6.5995
0,D,8.7662,18.9794,6.6016
0,D,8.7836,19.0156,6.6040
0,D,8.8011,19.0514,6.6068
0,D,8.8186,19.0868,6.6098
0,D,8.8360,19.1219,6.6131
0,D,8.8535,19.1567,6.6166
0,D,8.8710,19.1911,6.6205
0,D,8.8884,19.2251,6.6245
0,D,8.9059,19.2587,6.6289
0,D,8.9233,19.2920,6.6334
0,D,8.9408,19.3249,6.6382
0,D,8.9583,19.3573,6.6431
0,D,8.9757,19.3894,6.6483
0,D,8.9932,19.4211,6.6536
0,D,9.0107,19.4523,6.6592
0,D,9.0281,19.4832,6.6649
0,D,9.0456,19.5136,6.6707
0,D,9.0630,19.5436,6.6767
0,D,9.0805,19.5731,6.6828
0,D,9.0980,19.6022,6.6891
0,D,9.1154,19.6308,6.6955
0,D,9.1329,19.6590,6.7019
0,D,9.1504,19.6868,6.7085
0,D,9.1678,19.7140,6.7151
0,D,9.1853,19.7408,6.7219
0,D,9.2027,19.7672,6.7286
0,D,9.2202,19.7930,6.7355
0,D,9.2377,19.8183,6.7423
0,D,9.2551,19.8432,6.7493
0,D,9.2726,19.8675,6.7562
0,D,9.2901,19.8914,6.7631
0,D,9.3075,19.9147,6.7701
0,D,9.3250,19.9376,6.7770
0,D,9.3424,19.9600,6.7840
0,D,9.3599,19.9818,6.7909
0,D,9.3774,20.0032,6.7979
0,D,9.3948,20.0241,6.8048
0,D,9.4123,20.0445,6.8116
0,D,9.4298,20.0645,6.8185
0,D,9.4472,20.0839,6.8253
0,D,9.4647,20.1028,6.8320
0,D,9.4821,20.1213,6.8387
0,D,9.4996,20.1393,6.8453
0,D,9.5171,20.1568,6.8519
0,D,9.5345,20.1738,6.8583
0,D,9.5520,20.1904,6.8647
0,D,9.5695,20.2064,6.8710
0,D,9.5869,20.2220,6.8772
0,D,9.6044,20.2371,6.8833
0,D,9.6218,20.2518,6.8893
0,D,9.6393,20.2659,6.8951
0,D,9.6568,20.2796,6.9009
0,D,9.6742,20.2929,6.9065
0,D,9.6917,20.3056,6.9120
0,D,9.7092,20.3179,6.9173
0,D,9.7266,20.3298,6.9225
0,D,9.7441,20.3411,6.9275
0,D,9.7615,20.3520,6.9324
0,D,9.7790,20.3624,6.9370
0,D,9.7965,20.3724,6.9416
0,D,9.8139,20.3819,6.9459
0,D,9.8314,20.3910,6.9500
0,D,9.8489,20.3996,6.9539
0,D,9.8663,20.4077,6.9577
0,D,9.8838,20.4154,6.9612
0,D,9.9012,20.4226,6.9645
0,D,9.9187,20.4295,6.9677
0,D,9.9362,20.4359,6.9706
0,D,9.9536,20.4419,6.9733
0,D,9.9711,20.4475,6.9759
0,D,9.9886,20.4527,6.9783
0,D,10.0060,20.4576,6.9806
0,D,10.0235,20.4622,6.9827
0,D,10.0409,20.4664,6.9846
0,D,10.0584,20.4702,6.9864
0,D,10.0759,20.4738,6.9880
0,D,10.0933,20.4771,6.9895
0,D,10.1108,20.4801,6.9909
0,D,10.1283,20.4828,6.9921
0,D,10.1457,20.4852,6.9932
0,D,10.1632,20.4874,6.9942
0,D,10.1806,20.4894,6.9952
0,D,10.1981,20.4912,6.9960
0,D,10.2156,20.4927,6.9967
0,D,10.2330,20.4941,6.9973
0,D,10.2505,20.4953,6.9978
0,D,10.2680,20.4963,6.9983
0,D,10.2854,20.4971,6.9987
0,D,10.3029,20.4978,6.9990
0,D,10.3203,20.4984,6.9993
0,D,10.3378,20.4989,6.9995
0,D,10.3553,20.4993,6.9997
0,D,10.3727,20.4995,6.9998
0,D,10.3902,20.4997,6.9999
0,D,10.4077,20.4999,6.9999
0,D,10.4251,20.4999,7.0000
0,D,10.4426,20.5000,7.0000
0,D,10.4600,20.5000,7.0000
0,D,10.4775,20.5000,7.0000
1,A,0.0000,1.5000,7.0000
1,A,0.0134,1.5000,7.0000
1,A,0.0267,1.5000,7.0000
1,A,0.0401,1.5001,7.0000
1,A,0.0535,1.5003,7.0000
1,A,0.0668,1.5005,7.0001
1,A,0.0802,1.5009,7.0001
1,A,0.0936,1.5014,7.0002
1,A,0.1069,1.5020,7.0003
1,A,0.1203,1.5029,7.0004
1,A,0.1337,1.5039,7.0005
1,A,0.1471,1.5052,7.0007
1,A,0.1604,1.5067,7.0008
1,A,0.1738,1.5084,7.0010
1,A,0.1872,1.5105,7.0013
1,A,0.2005,1.5128,7.0016
1,A,0.2139,1.5154,7.0019
1,A,0.2273,1.5183,7.0022
1,A,0.2406,1.5215,7.0026
1,A,0.2540,1.5251,7.0030
1,A,0.2674,1.5291,7.0034
1,A,0.2807,1.5334,7.0039
1,A,0.2941,1.5381,7.0045
1,A,0.3075,1.5432,7.0050
1,A,0.3208,1.5487,7.0056
1,A,0.3342,1.5547,7.0062
1,A,0.3476,1.5610,7.0069
1,A,0.3610,1.5678,7.0076
1,A,0.3743,1.5750,7.0084
1,A,0.3877,1.5827,7.0092
1,A,0.4011,1.5908,7.0100
1,A,0.4144,1.5994,7.0108
1,A,0.4278,1.6084,7.0117
1,A,0.4412,1.6180,7.0127
1,A,0.4545,1.6280,7.0136
1,A,0.4679,1.6385,7.0146
1,A,0.4813,1.6495,7.0156
1,A,0.4946,1.6610,7.0167
1,A,0.5080,1.6730,7.0178
1,A,0.5214,1.6855,7.0189
1,A,0.5347,1.6985,7.0201
1,A,0.5481,1.7120,7.0213
1,A,0.5615,1.7260,7.0225
1,A,0.5748,1.7406,7.0237
1,A,0.5882,1.7556,7.0250
1,A,0.6016,1.7712,7.0263
1,A,0.6150,1.7873,7.0276
1,A,0.6283,1.8039,7.0289
1,A,0.6417,1.8210,7.0302
1,A,0.6551,1.8386,7.0316
1,A,0.6684,1.8567,7.0330
1,A,0.6818,1.8754,7.0344
1,A,0.6952,1.8946,7.0358
1,A,0.7085,1.9142,7.0373
1,A,0.7219,1.9344,7.0387
1,A,0.7353,1.9551,7.0402
1,A,0.7486,1.9763,7.0416
1,A,0.7620,1.9979,7.0431
1,A,0.7754,2.0201,7.0446
1,A,0.7887,2.0428,7.0461
1,A,0.8021,2.0659,7.0476
1,A,0.8155,2.0895,7.0491
1,A,0.8289,2.1137,7.0506
1,A,0.8422,2.1382,7.0521
1,A,0.8556,2.1633,7.0536
1,A,0.8690,2.1888,7.0551
1,A,0.8823,2.2147,7.0565
1,A,0.8957,2.2412,7.0580
1,A,0.9091,2.2680,7.0595
1,A,0.9224,2.2953,7.0610
1,A,0.9358,2.3231,7.0624
1,A,0.9492,2.3512,7.0639
1,A,0.9625,2.3798,7.0653
1,A,0.9759,2.4088,7.0667
1,A,0.9893,2.4382,7.0681
1,A,1.0026,2.4680,7.0695
1,A,1.0160,2.4982,7.0709
1,A,1.0294,2.5287,7.0722
1,A,1.0427,2.5597,7.0736
1,A,1.0561,2.5910,7.0749
1,A,1.0695,2.6227,7.0761
1,A,1.0829,2.6547,7.0774
1,A,1.0962,2.6871,7.0786
1,A,1.1096,2.7199,7.0798
1,A,1.1230,2.7529,7.0810
1,A,1.1363,2.7863,7.0821
1,A,1.1497,2.8200,7.0832
1,A,1.1631,2.8540,7.0843
1,A,1.1764,2.8883,7.0854
1,A,1.1898,2.9229,7.0864
1,A,1.2032,2.9577,7.0873
1,A,1.2165,2.9929,7.0883
1,A,1.2299,3.0283,7.0892
1,A,1.2433,3.0640,7.0900
1,A,1.2566,3.0999,7.0909
1,A,1.2700,3.1361,7.0916
1,A,1.2834,3.1725,7.0924
1,A,1.2968,3.2091,7.0930
1,A,1.3101,3.2459,7.0937
1,A,1.3235,3.2830,7.0943
1,A,1.3369,3.3202,7.0949
1,A,1.3502,3.3577,7.0954
1,A,1.3636,3.3953,7.0958
1,A,1.3770,3.4331,7.0962
