scene,method,t,x,y
2,A,7.7583,20.4972,7.0003
2,A,7.7714,20.4980,7.0002
2,A,7.7845,20.4987,7.0001
2,A,7.7977,20.4992,7.0001
2,A,7.8108,20.4995,7.0000
2,A,7.8239,20.4997,7.0000
2,A,7.8370,20.4999,7.0000
2,A,7.8502,20.5000,7.0000
2,A,7.8633,20.5000,7.0000
2,A,7.8764,20.5000,7.0000
2,B,0.0000,1.5000,7.0000
2,B,0.0131,1.5000,7.0000
2,B,0.0263,1.5001,7.0000
2,B,0.0394,1.5002,7.0000
2,B,0.0525,1.5005,7.0000
2,B,0.0656,1.5009,7.0001
2,B,0.0788,1.5016,7.0001
2,B,0.0919,1.5025,7.0002
2,B,0.1050,1.5037,7.0003
2,B,0.1181,1.5053,7.0004
2,B,0.1313,1.5072,7.0005
2,B,0.1444,1.5095,7.0007
2,B,0.1575,1.5123,7.0010
2,B,0.1707,1.5155,7.0013
2,B,0.1838,1.5192,7.0016
2,B,0.1969,1.5235,7.0020
2,B,0.2100,1.5283,7.0025
2,B,0.2232,1.5337,7.0031
2,B,0.2363,1.5398,7.0038
2,B,0.2494,1.5464,7.0045
2,B,0.2625,1.5537,7.0053
2,B,0.2757,1.5617,7.0062
2,B,0.2888,1.5704,7.0073
2,B,0.3019,1.5799,7.0084
2,B,0.3151,1.5900,7.0097
2,B,0.3282,1.6009,7.0111
2,B,0.3413,1.6125,7.0126
2,B,0.3544,1.6250,7.0143
2,B,0.3676,1.6381,7.0161
2,B,0.3807,1.6521,7.0180
2,B,0.3938,1.6669,7.0201
2,B,0.4069,1.6825,7.0223
2,B,0.4201,1.6988,7.0247
2,B,0.4332,1.7160,7.0273
2,B,0.4463,1.7339,7.0300
2,B,0.4595,1.7526,7.0329
2,B,0.4726,1.7721,7.0360
2,B,0.4857,1.7924,7.0392
2,B,0.4988,1.8135,7.0426
2,B,0.5120,1.8353,7.0461
2,B,0.5251,1.8578,7.0498
2,B,0.5382,1.8810,7.0537
2,B,0.5513,1.9050,7.0578
2,B,0.5645,1.9296,7.0620
2,B,0.5776,1.9549,7.0664
2,B,0.5907,1.9808,7.0710
2,B,0.6039,2.0074,7.0758
2,B,0.6170,2.0346,7.0807
2,B,0.6301,2.0624,7.0857
2,B,0.6432,2.0907,7.0910
2,B,0.6564,2.1195,7.0963
2,B,0.6695,2.1489,7.1019
2,B,0.6826,2.1788,7.1076
2,B,0.6958,2.2091,7.1134
2,B,0.7089,2.2399,7.1194
2,B,0.7220,2.2711,7.1255
2,B,0.7351,2.3026,7.1318
2,B,0.7483,2.3346,7.1382
2,B,0.7614,2.3669,7.1447
2,B,0.7745,2.3995,7.1514
2,B,0.7876,2.4324,7.1582
2,B,0.8008,2.4656,7.1652
2,B,0.8139,2.4990,7.1722
2,B,0.8270,2.5327,7.1794
2,B,0.8402,2.5666,7.1867
2,B,0.8533,2.6007,7.1941
2,B,0.8664,2.6350,7.2016
2,B,0.8795,2.6695,7.2092
2,B,0.8927,2.7041,7.2169
2,B,0.9058,2.7388,7.2247
2,B,0.9189,2.7737,7.2326
2,B,0.9320,2.8086,7.2407
2,B,0.9452,2.8437,7.2488
2,B,0.9583,2.8789,7.2570
2,B,0.9714,2.9142,7.2653
2,B,0.9846,2.9496,7.2737
2,B,0.9977,2.9851,7.2822
2,B,1.0108,3.0206,7.2907
2,B,1.0239,3.0562,7.2994
2,B,1.0371,3.0919,7.3081
2,B,1.0502,3.1277,7.3169
2,B,1.0633,3.1635,7.3258
2,B,1.0764,3.1995,7.3348
2,B,1.0896,3.2354,7.3438
2,B,1.1027,3.2715,7.3529
2,B,1.1158,3.3077,7.3621
2,B,1.1290,3.3439,7.3714
2,B,1.1421,3.3802,7.3807
2,B,1.1552,3.4166,7.3901
2,B,1.1683,3.4531,7.3996
2,B,1.1815,3.4896,7.4091
2,B,1.1946,3.5263,7.4187
2,B,1.2077,3.5630,7.4283
2,B,1.2208,3.5999,7.4380
2,B,1.2340,3.6368,7.4478
2,B,1.2471,3.6738,7.4576
2,B,1.2602,3.7110,7.4675
2,B,1.2734,3.7482,7.4774
2,B,1.2865,3.7856,7.4874
2,B,1.2996,3.8230,7.4974
2,B,1.3127,3.8606,7.5074
2,B,1.3259,3.8982,7.5174
2,B,1.3390,3.9360,7.5275
2,B,1.3521,3.9738,7.5377
2,B,1.3652,4.0118,7.5478
2,B,1.3784,4.0498,7.5580
2,B,1.3915,4.0879,7.5681
2,B,1.4046,4.1261,7.5783
2,B,1.4178,4.1644,7.5885
2,B,1.4309,4.2028,7.5987
2,B,1.4440,4.2412,7.6088
2,B,1.4571,4.2797,7.6190
2,B,1.4703,4.3182,7.6291
2,B,1.4834,4.3568,7.6393
2,B,1.4965,4.3954,7.6493
2,B,1.5096,4.4341,7.6594
2,B,1.5228,4.4727,7.6694
2,B,1.5359,4.5114,7.6794
2,B,1.5490,4.5501,7.6893
2,B,1.5622,4.5888,7.6992
2,B,1.5753,4.6275,7.7090
2,B,1.5884,4.6662,7.7187
2,B,1.6015,4.7049,7.7284
2,B,1.6147,4.7435,7.7380
2,B,1.6278,4.7821,7.7475
2,B,1.6409,4.8206,7.7569
2,B,1.6540,4.8591,7.7663
2,B,1.6672,4.8976,7.7755
2,B,1.6803,4.9359,7.7846
2,B,1.6934,4.9742,7.7937
2,B,1.7066,5.0124,7.8026
2,B,1.7197,5.0506,7.8114
2,B,1.7328,5.0886,7.8201
2,B,1.7459,5.1266,7.8287
2,B,1.7591,5.1644,7.8372
2,B,1.7722,5.2022,7.8455
2,B,1.7853,5.2398,7.8537
2,B,1.7985,5.2774,7.8618
2,B,1.8116,5.3148,7.8698
2,B,1.8247,5.3521,7.8776
2,B,1.8378,5.3894,7.8853
2,B,1.8510,5.4265,7.8928
2,B,1.8641,5.4634,7.9002
2,B,1.8772,5.5003,7.9075
2,B,1.8903,5.5371,7.9146
2,B,1.9035,5.5737,7.9216
2,B,1.9166,5.6103,7.9284
2,B,1.9297,5.6467,7.9351
2,B,1.9429,5.6830,7.9416
2,B,1.9560,5.7193,7.9481
2,B,1.9691,5.7554,7.9543
2,B,1.9822,5.7914,7.9604
2,B,1.9954,5.8274,7.9664
2,B,2.0085,5.8632,7.9722
2,B,2.0216,5.8990,7.9779
2,B,2.0347,5.9347,7.9834
2,B,2.0479,5.9703,7.9888
2,B,2.0610,6.0058,7.9941
2,B,2.0741,6.0413,7.9992
2,B,2.0873,6.0767,8.0042
2,B,2.1004,6.1121,8.0090
2,B,2.1135,6.1474,8.0136
2,B,2.1266,6.1826,8.0182
2,B,2.1398,6.2178,8.0225
2,B,2.1529,6.2530,8.0268
2,B,2.1660,6.2881,8.0309
2,B,2.1791,6.3232,8.0348
2,B,2.1923,6.3583,8.0386
2,B,2.2054,6.3934,8.0423
2,B,2.2185,6.4285,8.0458
2,B,2.2317,6.4636,8.0492
2,B,2.2448,6.4986,8.0524
2,B,2.2579,6.5337,8.0555
2,B,2.2710,6.5688,8.0584
2,B,2.2842,6.6039,8.0612
2,B,2.2973,6.6391,8.0638
2,B,2.3104,6.6743,8.0663
2,B,2.3235,6.7095,8.0686
2,B,2.3367,6.7447,8.0707
2,B,2.3498,6.7800,8.0728
2,B,2.3629,6.8154,8.0746
2,B,2.3761,6.8508,8.0763
2,B,2.3892,6.8862,8.0779
2,B,2.4023,6.9218,8.0792
2,B,2.4154,6.9574,8.0805
2,B,2.4286,6.9930,8.0815
2,B,2.4417,7.0288,8.0825
2,B,2.4548,7.0646,8.0832
2,B,2.4679,7.1006,8.0838
2,B,2.4811,7.1366,8.0842
2,B,2.4942,7.1727,8.0845
2,B,2.5073,7.2089,8.0846
2,B,2.5205,7.2452,8.0846
2,B,2.5336,7.2816,8.0844
2,B,2.5467,7.3182,8.0840
2,B,2.5598,7.3548,8.0835
2,B,2.5730,7.3915,8.0828
2,B,2.5861,7.4284,8.0820
2,B,2.5992,7.4654,8.0810
2,B,2.6123,7.5025,8.0798
2,B,2.6255,7.5397,8.0786
2,B,2.6386,7.5770,8.0771
2,B,2.6517,7.6144,8.0755
2,B,2.6649,7.6520,8.0738
2,B,2.6780,7.6897,8.0720
2,B,2.6911,7.7275,8.0700
2,B,2.7042,7.7655,8.0678
2,B,2.7174,7.8035,8.0656
2,B,2.7305,7.8417,8.0632
2,B,2.7436,7.8800,8.0607
2,B,2.7567,7.9184,8.0581
2,B,2.7699,7.9569,8.0554
2,B,2.7830,7.9955,8.0525
2,B,2.7961,8.0343,8.0496
2,B,2.8093,8.0731,8.0466
2,B,2.8224,8.1121,8.0435
2,B,2.8355,8.1511,8.0403
2,B,2.8486,8.1903,8.0370
2,B,2.8618,8.2295,8.0337
2,B,2.8749,8.2688,8.0302
2,B,2.8880,8.3082,8.0268
2,B,2.9012,8.3477,8.0232
2,B,2.9143,8.3873,8.0196
2,B,2.9274,8.4269,8.0160
2,B,2.9405,8.4666,8.0123
2,B,2.9537,8.5064,8.0086
2,B,2.9668,8.5462,8.0049
2,B,2.9799,8.5861,8.0012
2,B,2.9930,8.6260,7.9974
2,B,3.0062,8.6659,7.9936
2,B,3.0193,8.7059,7.9898
2,B,3.0324,8.7459,7.9860
2,B,3.0456,8.7858,7.9823
2,B,3.0587,8.8258,7.9785
2,B,3.0718,8.8658,7.9748
2,B,3.0849,8.9058,7.9711
2,B,3.0981,8.9458,7.9674
2,B,3.1112,8.9857,7.9637
2,B,3.1243,9.0256,7.9601
2,B,3.1374,9.0654,7.9565
2,B,3.1506,9.1052,7.9530
2,B,3.1637,9.1449,7.9495
2,B,3.1768,9.1845,7.9461
2,B,3.1900,9.2240,7.9428
2,B,3.2031,9.2635,7.9395
2,B,3.2162,9.3028,7.9362
2,B,3.2293,9.3421,7.9331
2,B,3.2425,9.3812,7.9300
2,B,3.2556,9.4201,7.9271
2,B,3.2687,9.4590,7.9242
2,B,3.2818,9.4976,7.9213
2,B,3.2950,9.5361,7.9186
2,B,3.3081,9.5745,7.9160
2,B,3.3212,9.6127,7.9135
2,B,3.3344,9.6507,7.9110
2,B,3.3475,9.6885,7.9087
2,B,3.3606,9.7261,7.9065
2,B,3.3737,9.7635,7.9044
2,B,3.3869,9.8007,7.9024
2,B,3.4000,9.8377,7.9005
2,B,3.4131,9.8745,7.8988
2,B,3.4262,9.9110,7.8971
2,B,3.4394,9.9474,7.8956
2,B,3.4525,9.9835,7.8942
2,B,3.4656,10.0193,7.8929
2,B,3.4788,10.0550,7.8917
2,B,3.4919,10.0904,7.8907
2,B,3.5050,10.1256,7.8897
2,B,3.5181,10.1605,7.8889
2,B,3.5313,10.1952,7.8883
2,B,3.5444,10.2297,7.8877
2,B,3.5575,10.2640,7.8873
2,B,3.5706,10.2980,7.8870
2,B,3.5838,10.3319,7.8869
2,B,3.5969,10.3655,7.8868
2,B,3.6100,10.3989,7.8869
2,B,3.6232,10.4321,7.8871
2,B,3.6363,10.4652,7.8875
2,B,3.6494,10.4980,7.8879
2,B,3.6625,10.5307,7.8885
2,B,3.6757,10.5632,7.8892
2,B,3.6888,10.5955,7.8901
2,B,3.7019,10.6277,7.8910
2,B,3.7150,10.6598,7.8921
2,B,3.7282,10.6917,7.8933
2,B,3.7413,10.7235,7.8946
2,B,3.7544,10.7552,7.8960
2,B,3.7676,10.7867,7.8976
2,B,3.7807,10.8182,7.8992
2,B,3.7938,10.8496,7.9010
2,B,3.8069,10.8809,7.9028
2,B,3.8201,10.9122,7.9048
2,B,3.8332,10.9434,7.9069
2,B,3.8463,10.9746,7.9091
2,B,3.8594,11.0057,7.9114
2,B,3.8726,11.0368,7.9137
2,B,3.8857,11.0678,7.9162
2,B,3.8988,11.0989,7.9188
2,B,3.9120,11.1299,7.9214
2,B,3.9251,11.1610,7.9242
2,B,3.9382,11.1921,7.9270
2,B,3.9513,11.2232,7.9299
2,B,3.9645,11.2543,7.9329
2,B,3.9776,11.2854,7.9360
2,B,3.9907,11.3166,7.9391
2,B,4.0038,11.3478,7.9424
2,B,4.0170,11.3791,7.9456
2,B,4.0301,11.4104,7.9490
2,B,4.0432,11.4418,7.9524
2,B,4.0564,11.4732,7.9559
2,B,4.0695,11.5047,7.9595
2,B,4.0826,11.5363,7.9631
2,B,4.0957,11.5679,7.9668
2,B,4.1089,11.5996,7.9705
2,B,4.1220,11.6314,7.9742
2,B,4.1351,11.6632,7.9781
2,B,4.1483,11.6951,7.9819
2,B,4.1614,11.7270,7.9858
2,B,4.1745,11.7591,7.9898
2,B,4.1876,11.7912,7.9938
2,B,4.2008,11.8233,7.9978
2,B,4.2139,11.8556,8.0018
2,B,4.2270,11.8879,8.0059
2,B,4.2401,11.9202,8.0100
2,B,4.2533,11.9526,8.0141
2,B,4.2664,11.9851,8.0182
2,B,4.2795,12.0176,8.0224
2,B,4.2927,12.0502,8.0266
2,B,4.3058,12.0828,8.0308
2,B,4.3189,12.1155,8.0350
2,B,4.3320,12.1482,8.0392
2,B,4.3452,12.1810,8.0434
2,B,4.3583,12.2137,8.0476
2,B,4.3714,12.2465,8.0518
2,B,4.3845,12.2794,8.0560
2,B,4.3977,12.3122,8.0602
2,B,4.4108,12.3451,8.0644
2,B,4.4239,12.3779,8.0686
2,B,4.4371,12.4108,8.0728
2,B,4.4502,12.4436,8.0770
2,B,4.4633,12.4764,8.0811
2,B,4.4764,12.5093,8.0852
2,B,4.4896,12.5421,8.0893
2,B,4.5027,12.5748,8.0934
2,B,4.5158,12.6075,8.0975
2,B,4.5289,12.6402,8.1015
2,B,4.5421,12.6729,8.1055
2,B,4.5552,12.7055,8.1094
2,B,4.5683,12.7380,8.1134
2,B,4.5815,12.7705,8.1172
2,B,4.5946,12.8029,8.1211
2,B,4.6077,12.8352,8.1249
2,B,4.6208,12.8675,8.1286
2,B,4.6340,12.8996,8.1323
2,B,4.6471,12.9317,8.1360
2,B,4.6602,12.9638,8.1395
2,B,4.6733,12.9957,8.1431
2,B,4.6865,13.0276,8.1465
2,B,4.6996,13.0593,8.1499
2,B,4.7127,13.0910,8.1533
2,B,4.7259,13.1226,8.1565
2,B,4.7390,13.1542,8.1597
2,B,4.7521,13.1856,8.1628
2,B,4.7652,13.2170,8.1658
2,B,4.7784,13.2483,8.1688
2,B,4.7915,13.2795,8.1716
2,B,4.8046,13.3107,8.1744
2,B,4.8177,13.3418,8.1770
2,B,4.8309,13.3729,8.1796
2,B,4.8440,13.4039,8.1820
2,B,4.8571,13.4350,8.1844
2,B,4.8703,13.4660,8.1866
2,B,4.8834,13.4969,8.1887
2,B,4.8965,13.5279,8.1907
2,B,4.9096,13.5590,8.1925
2,B,4.9228,13.5900,8.1943
2,B,4.9359,13.6211,8.1959
2,B,4.9490,13.6523,8.1973
2,B,4.9621,13.6835,8.1986
2,B,4.9753,13.7148,8.1997
2,B,4.9884,13.7462,8.2007
2,B,5.0015,13.7778,8.2016
2,B,5.0147,13.8094,8.2022
2,B,5.0278,13.8412,8.2027
2,B,5.0409,13.8732,8.2031
2,B,5.0540,13.9054,8.2032
2,B,5.0672,13.9377,8.2032
2,B,5.0803,13.9702,8.2030
2,B,5.0934,14.0030,8.2026
2,B,5.1065,14.0359,8.2020
2,B,5.1197,14.0692,8.2012
2,B,5.1328,14.1026,8.2002
2,B,5.1459,14.1363,8.1990
2,B,5.1591,14.1703,8.1976
2,B,5.1722,14.2045,8.1960
2,B,5.1853,14.2390,8.1941
2,B,5.1984,14.2738,8.1921
2,B,5.2116,14.3089,8.1899
2,B,5.2247,14.3443,8.1874
2,B,5.2378,14.3799,8.1847
2,B,5.2510,14.4159,8.1819
2,B,5.2641,14.4521,8.1788
2,B,5.2772,14.4886,8.1754
2,B,5.2903,14.5255,8.1719
2,B,5.3035,14.5625,8.1681
2,B,5.3166,14.5999,8.1642
2,B,5.3297,14.6375,8.1600
2,B,5.3428,14.6753,8.1556
2,B,5.3560,14.7134,8.1510
2,B,5.3691,14.7517,8.1462
2,B,5.3822,14.7902,8.1412
2,B,5.3954,14.8289,8.1359
2,B,5.4085,14.8678,8.1305
2,B,5.4216,14.9068,8.1249
2,B,5.4347,14.9460,8.1191
2,B,5.4479,14.9853,8.1131
2,B,5.4610,15.0248,8.1069
2,B,5.4741,15.0643,8.1005
2,B,5.4872,15.1040,8.0939
2,B,5.5004,15.1437,8.0872
2,B,5.5135,15.1834,8.0803
2,B,5.5266,15.2232,8.0732
2,B,5.5398,15.2630,8.0659
2,B,5.5529,15.3028,8.0585
2,B,5.5660,15.3426,8.0510
2,B,5.5791,15.3824,8.0433
2,B,5.5923,15.4221,8.0354
2,B,5.6054,15.4618,8.0274
2,B,5.6185,15.5014,8.0193
2,B,5.6316,15.5409,8.0110
2,B,5.6448,15.5804,8.0026
2,B,5.6579,15.6197,7.9941
2,B,5.6710,15.6590,7.9855
2,B,5.6842,15.6981,7.9767
2,B,5.6973,15.7372,7.9679
2,B,5.7104,15.7761,7.9589
2,B,5.7235,15.8149,7.9499
2,B,5.7367,15.8536,7.9407
2,B,5.7498,15.8922,7.9314
2,B,5.7629,15.9307,7.9221
2,B,5.7760,15.9691,7.9127
2,B,5.7892,16.0073,7.9032
2,B,5.8023,16.0455,7.8936
2,B,5.8154,16.0836,7.8839
2,B,5.8286,16.1216,7.8742
2,B,5.8417,16.1596,7.8644
2,B,5.8548,16.1975,7.8546
2,B,5.8679,16.2353,7.8447
2,B,5.8811,16.2731,7.8347
2,B,5.8942,16.3109,7.8247
2,B,5.9073,16.3486,7.8146
2,B,5.9204,16.3864,7.8045
2,B,5.9336,16.4242,7.7944
2,B,5.9467,16.4619,7.7842
2,B,5.9598,16.4998,7.7740
2,B,5.9730,16.5376,7.7638
2,B,5.9861,16.5756,7.7535
2,B,5.9992,16.6136,7.7432
2,B,6.0123,16.6516,7.7329
2,B,6.0255,16.6898,7.7226
2,B,6.0386,16.7281,7.7122
2,B,6.0517,16.7664,7.7019
2,B,6.0648,16.8049,7.6916
2,B,6.0780,16.8436,7.6812
2,B,6.0911,16.8823,7.6709
2,B,6.1042,16.9212,7.6605
2,B,6.1174,16.9603,7.6502
2,B,6.1305,16.9994,7.6398
2,B,6.1436,17.0388,7.6295
2,B,6.1567,17.0783,7.6192
2,B,6.1699,17.1179,7.6090
2,B,6.1830,17.1577,7.5987
2,B,6.1961,17.1977,7.5885
2,B,6.2092,17.2378,7.5783
2,B,6.2224,17.2780,7.5682
2,B,6.2355,17.3184,7.5581
2,B,6.2486,17.3589,7.5480
2,B,6.2618,17.3995,7.5380
2,B,6.2749,17.4403,7.5280
2,B,6.2880,17.4811,7.5181
2,B,6.3011,17.5221,7.5082
2,B,6.3143,17.5631,7.4984
2,B,6.3274,17.6042,7.4887
2,B,6.3405,17.6454,7.4790
2,B,6.3536,17.6867,7.4694
2,B,6.3668,17.7279,7.4599
2,B,6.3799,17.7692,7.4504
2,B,6.3930,17.8106,7.4410
2,B,6.4062,17.8519,7.4317
2,B,6.4193,17.8933,7.4225
2,B,6.4324,17.9346,7.4134
2,B,6.4455,17.9759,7.4043
2,B,6.4587,18.0171,7.3954
2,B,6.4718,18.0583,7.3865
2,B,6.4849,18.0994,7.3777
2,B,6.4981,18.1404,7.3691
2,B,6.5112,18.1813,7.3605
2,B,6.5243,18.2222,7.3520
2,B,6.5374,18.2629,7.3436
2,B,6.5506,18.3035,7.3354
2,B,6.5637,18.3439,7.3272
2,B,6.5768,18.3842,7.3191
2,B,6.5899,18.4243,7.3112
2,B,6.6031,18.4643,7.3033
2,B,6.6162,18.5041,7.2956
2,B,6.6293,18.5437,7.2880
2,B,6.6425,18.5831,7.2805
2,B,6.6556,18.6223,7.2731
2,B,6.6687,18.6613,7.2658
2,B,6.6818,18.7000,7.2586
2,B,6.6950,18.7386,7.2515
2,B,6.7081,18.7769,7.2446
2,B,6.7212,18.8150,7.2377
2,B,6.7343,18.8529,7.2310
2,B,6.7475,18.8905,7.2243
2,B,6.7606,18.9279,7.2178
2,B,6.7737,18.9650,7.2114
2,B,6.7869,19.0018,7.2051
2,B,6.8000,19.0384,7.1989
2,B,6.8131,19.0748,7.1928
2,B,6.8262,19.1108,7.1868
2,B,6.8394,19.1466,7.1809
2,B,6.8525,19.1821,7.1752
2,B,6.8656,19.2172,7.1695
2,B,6.8787,19.2521,7.1639
2,B,6.8919,19.2867,7.1585
2,B,6.9050,19.3210,7.1531
2,B,6.9181,19.3550,7.1479
2,B,6.9313,19.3886,7.1427
2,B,6.9444,19.4220,7.1377
2,B,6.9575,19.4550,7.1327
2,B,6.9706,19.4876,7.1278
2,B,6.9838,19.5199,7.1231
2,B,6.9969,19.5518,7.1184
2,B,7.0100,19.5834,7.1139
2,B,7.0231,19.6146,7.1094
2,B,7.0363,19.6454,7.1050
2,B,7.0494,19.6758,7.1008
2,B,7.0625,19.7058,7.0966
2,B,7.0757,19.7353,7.0925
2,B,7.0888,19.7645,7.0885
2,B,7.1019,19.7931,7.0846
2,B,7.1150,19.8214,7.0808
2,B,7.1282,19.8491,7.0771
2,B,7.1413,19.8764,7.0735
2,B,7.1544,19.9031,7.0700
2,B,7.1675,19.9294,7.0666
2,B,7.1807,19.9551,7.0633
2,B,7.1938,19.9804,7.0600
2,B,7.2069,20.0050,7.0569
2,B,7.2201,20.0291,7.0539
2,B,7.2332,20.0527,7.0509
2,B,7.2463,20.0756,7.0481
2,B,7.2594,20.0980,7.0453
2,B,7.2726,20.1198,7.0427
2,B,7.2857,20.1409,7.0401
2,B,7.2988,20.1615,7.0376
2,B,7.3119,20.1814,7.0352
2,B,7.3251,20.2007,7.0329
2,B,7.3382,20.2193,7.0307
2,B,7.3513,20.2374,7.0286
2,B,7.3645,20.2547,7.0266
2,B,7.3776,20.2714,7.0247
2,B,7.3907,20.2875,7.0228
2,B,7.4038,20.3028,7.0211
2,B,7.4170,20.3176,7.0194
2,B,7.4301,20.3317,7.0178
2,B,7.4432,20.3451,7.0163
2,B,7.4563,20.3578,7.0149
2,B,7.4695,20.3700,7.0136
2,B,7.4826,20.3814,7.0123
2,B,7.4957,20.3923,7.0111
2,B,7.5089,20.4025,7.0100
2,B,7.5220,20.4121,7.0090
2,B,7.5351,20.4211,7.0080
2,B,7.5482,20.4295,7.0071
2,B,7.5614,20.4373,7.0063
2,B,7.5745,20.4445,7.0055
2,B,7.5876,20.4512,7.0049
2,B,7.6008,20.4574,7.0042
2,B,7.6139,20.4630,7.0036
2,B,7.6270,20.4682,7.0031
2,B,7.6401,20.4728,7.0026
2,B,7.6533,20.4770,7.0022
2,B,7.6664,20.4808,7.0019
2,B,7.6795,20.4841,7.0015
2,B,7.6926,20.4870,7.0012
2,B,7.7058,20.4896,7.0010
2,B,7.7189,20.4918,7.0008
2,B,7.7320,20.4936,7.0006
2,B,7.7452,20.4952,7.0004
2,B,7.7583,20.4965,7.0003
2,B,7.7714,20.4975,7.0002
2,B,7.7845,20.4983,7.0002
2,B,7.7977,20.4990,7.0001
2,B,7.8108,20.4994,7.0001
2,B,7.8239,20.4997,7.0000
2,B,7.8370,20.4999,7.0000
2,B,7.8502,20.5000,7.0000
2,B,7.8633,20.5000,7.0000
2,B,7.8764,20.5000,7.0000
2,C,0.0000,1.5000,7.0000
2,C,0.0187,1.5000,7.0000
2,C,0.0373,1.5004,7.0000
2,C,0.0560,1.5012,7.0001
2,C,0.0746,1.5027,7.0003
2,C,0.0933,1.5052,7.0006
2,C,0.1119,1.5088,7.0010
2,C,0.1306,1.5137,7.0015
2,C,0.1493,1.5200,7.0022
2,C,0.1679,1.5279,7.0030
2,C,0.1866,1.5375,7.0040
2,C,0.2052,1.5489,7.0052
2,C,0.2239,1.5621,7.0066
2,C,0.2426,1.5773,7.0081
2,C,0.2612,1.5944,7.0099
2,C,0.2799,1.6136,7.0118
2,C,0.2985,1.6349,7.0138
2,C,0.3172,1.6582,7.0161
2,C,0.3358,1.6836,7.0185
2,C,0.3545,1.7111,7.0211
2,C,0.3732,1.7407,7.0238
2,C,0.3918,1.7722,7.0266
2,C,0.4105,1.8058,7.0296
2,C,0.4291,1.8413,7.0327
2,C,0.4478,1.8787,7.0359
2,C,0.4664,1.9179,7.0391
2,C,0.4851,1.9588,7.0425
2,C,0.5038,2.0015,7.0458
2,C,0.5224,2.0457,7.0493
2,C,0.5411,2.0914,7.0527
2,C,0.5597,2.1385,7.0561
2,C,0.5784,2.1869,7.0595
2,C,0.5971,2.2365,7.0629
2,C,0.6157,2.2872,7.0663
2,C,0.6344,2.3389,7.0695
2,C,0.6530,2.3915,7.0727
2,C,0.6717,2.4448,7.0758
2,C,0.6903,2.4988,7.0788
2,C,0.7090,2.5533,7.0816
2,C,0.7277,2.6083,7.0843
2,C,0.7463,2.6635,7.0868
2,C,0.7650,2.7190,7.0892
2,C,0.7836,2.7745,7.0914
2,C,0.8023,2.8301,7.0934
2,C,0.8209,2.8855,7.0951
2,C,0.8396,2.9407,7.0967
2,C,0.8583,2.9955,7.0980
2,C,0.8769,3.0500,7.0992
2,C,0.8956,3.1040,7.1001
2,C,0.9142,3.1574,7.1007
2,C,0.9329,3.2102,7.1011
2,C,0.9516,3.2622,7.1013
2,C,0.9702,3.3135,7.1013
2,C,0.9889,3.3640,7.1010
2,C,1.0075,3.4136,7.1006
2,C,1.0262,3.4623,7.0999
2,C,1.0448,3.5100,7.0990
2,C,1.0635,3.5568,7.0979
2,C,1.0822,3.6026,7.0967
2,C,1.1008,3.6473,7.0953
2,C,1.1195,3.6910,7.0937
2,C,1.1381,3.7337,7.0920
2,C,1.1568,3.7752,7.0902
2,C,1.1754,3.8157,7.0882
2,C,1.1941,3.8552,7.0862
2,C,1.2128,3.8936,7.0841
2,C,1.2314,3.9309,7.0820
2,C,1.2501,3.9672,7.0798
2,C,1.2687,4.0025,7.0776
2,C,1.2874,4.0368,7.0755
2,C,1.3061,4.0700,7.0734
2,C,1.3247,4.1024,7.0713
2,C,1.3434,4.1337,7.0693
2,C,1.3620,4.1642,7.0674
2,C,1.3807,4.1938,7.0656
2,C,1.3993,4.2226,7.0640
2,C,1.4180,4.2506,7.0626
2,C,1.4367,4.2778,7.0613
2,C,1.4553,4.3043,7.0602
2,C,1.4740,4.3300,7.0594
2,C,1.4926,4.3552,7.0589
2,C,1.5113,4.3797,7.0586
2,C,1.5299,4.4037,7.0586
2,C,1.5486,4.4272,7.0590
2,C,1.5673,4.4501,7.0597
2,C,1.5859,4.4727,7.0608
2,C,1.6046,4.4949,7.0622
2,C,1.6232,4.5167,7.0641
2,C,1.6419,4.5382,7.0663
2,C,1.6606,4.5595,7.0691
2,C,1.6792,4.5806,7.0722
2,C,1.6979,4.6015,7.0759
2,C,1.7165,4.6223,7.0800
2,C,1.7352,4.6430,7.0846
2,C,1.7538,4.6637,7.0897
2,C,1.7725,4.6843,7.0954
2,C,1.7912,4.7050,7.1015
2,C,1.8098,4.7257,7.1083
2,C,1.8285,4.7466,7.1155
2,C,1.8471,4.7675,7.1233
2,C,1.8658,4.7886,7.1317
2,C,1.8844,4.8099,7.1406
2,C,1.9031,4.8314,7.1501
2,C,1.9218,4.8531,7.1601
2,C,1.9404,4.8750,7.1707
2,C,1.9591,4.8972,7.1819
2,C,1.9777,4.9197,7.1936
2,C,1.9964,4.9425,7.2058
2,C,2.0151,4.9656,7.2186
2,C,2.0337,4.9890,7.2319
2,C,2.0524,5.0127,7.2457
2,C,2.0710,5.0368,7.2601
2,C,2.0897,5.0613,7.2750
2,C,2.1083,5.0860,7.2904
2,C,2.1270,5.1112,7.3062
2,C,2.1457,5.1367,7.3226
2,C,2.1643,5.1626,7.3394
2,C,2.1830,5.1889,7.3566
2,C,2.2016,5.2155,7.3743
2,C,2.2203,5.2425,7.3924
2,C,2.2389,5.2699,7.4109
2,C,2.2576,5.2976,7.4297
2,C,2.2763,5.3257,7.4490
2,C,2.2949,5.3542,7.4686
2,C,2.3136,5.3830,7.4885
